record_id,action_label,episode_count,mean_regret,p90_regret,Set_accuracy,NoMove_accuracy,SafeOracle_accuracy,headroom_capture,catastrophic_ratio
babel_val_01456_013,t pose,71,0.4938173719991635,1.1072736979103865,0.8591549295774648,0.6197183098591549,0.971830985915493,0.8753761039795296,0.0
babel_val_10112_001,stand up,71,0.4844719744596218,1.628658771515802,0.8591549295774648,0.647887323943662,0.9859154929577465,0.8163951827788689,0.0
babel_val_08258_007,jump,71,0.4841236987470885,1.7999494076229894,0.8450704225352113,0.6901408450704225,0.9859154929577465,0.9029003057700394,0.0
babel_val_03290_009,t pose,71,0.4839093542043599,0.21793788671496372,0.9295774647887324,0.676056338028169,1.0,0.9093491480553489,0.028169014084507043
babel_val_00470_005,t pose,71,0.3947642624043179,0.09219817080611392,0.9014084507042254,0.676056338028169,0.9859154929577465,0.9409729169844794,0.014084507042253521
babel_val_08702_004,jog,71,0.3764343694283637,0.5546048050746322,0.8732394366197183,0.5352112676056338,0.9577464788732394,0.9474242368619648,0.0
babel_val_06598_000,sit,71,0.3594426361489023,0.06739199440926313,0.9577464788732394,0.7605633802816901,1.0,0.9620868138165027,0.014084507042253521
babel_val_01190_005,walk,71,0.3530791469922348,1.334912657737732,0.8450704225352113,0.6338028169014085,0.9859154929577465,0.9577788531526432,0.0
babel_val_00047_001,a pose,71,0.340909806318045,0.01148026373994071,0.9436619718309859,0.6901408450704225,0.971830985915493,0.898937374689445,0.014084507042253521
babel_val_04819_002,move up/down incline,71,0.32939857310188797,0.04113266281456163,0.9295774647887324,0.5070422535211268,0.971830985915493,0.9378730409541316,0.014084507042253521
babel_val_02203_000,a pose,71,0.313231684429889,0.014879827096592635,0.9295774647887324,0.6619718309859155,0.9859154929577465,0.9230992581489805,0.0
babel_val_06185_004,kick,71,0.31316117627167367,0.38519770518905716,0.9154929577464789,0.5352112676056338,0.9859154929577465,0.9364615669450439,0.014084507042253521
babel_val_02062_000,a pose,71,0.30487622755624494,0.01759670994943008,0.9577464788732394,0.676056338028169,0.9859154929577465,0.918413048667056,0.014084507042253521
babel_val_00674_001,t pose,71,0.30275845388715505,0.18514546773985785,0.9577464788732394,0.7464788732394366,1.0,0.991409227471029,0.014084507042253521
babel_val_12510_003,move up/down incline,71,0.2954484340686503,0.6200440082175191,0.8873239436619719,0.4507042253521127,0.971830985915493,0.9449539165575139,0.0
babel_val_04478_005,sit,71,0.2845750409337277,0.6266424498753622,0.9436619718309859,0.5633802816901409,1.0,0.9018272979938518,0.0
babel_val_05576_005,t pose,71,0.2742385932192064,0.25947169959545135,0.9154929577464789,0.647887323943662,0.9859154929577465,0.917390673497135,0.0
